hash_type,hash_value,dataset,image_count,sample_paths,sample_image_ids
average_hash,00183c7e7e3c1800,BCN20000,1110,assets\bcn_20000_data\ISIC_0053470.jpg;assets\bcn_20000_data\ISIC_0053479.jpg;assets\bcn_20000_data\ISIC_0053484.jpg;assets\bcn_20000_data\ISIC_0053529.jpg;assets\bcn_20000_data\ISIC_0053531.jpg;assets\bcn_20000_data\ISIC_0053541.jpg;assets\bcn_20000_data\ISIC_0053564.jpg;assets\bcn_20000_data\ISIC_0053590.jpg;assets\bcn_20000_data\ISIC_0053605.jpg;assets\bcn_20000_data\ISIC_0053643.jpg,ISIC_0053470;ISIC_0053479;ISIC_0053484;ISIC_0053529;ISIC_0053531;ISIC_0053541;ISIC_0053564;ISIC_0053590;ISIC_0053605;ISIC_0053643
average_hash,00183c7e7e3c1c00,BCN20000,15,assets\bcn_20000_data\ISIC_0054165.jpg;assets\bcn_20000_data\ISIC_0054527.jpg;assets\bcn_20000_data\ISIC_0054537.jpg;assets\bcn_20000_data\ISIC_0057302.jpg;assets\bcn_20000_data\ISIC_0057436.jpg;assets\bcn_20000_data\ISIC_0058930.jpg;assets\bcn_20000_data\ISIC_0059665.jpg;assets\bcn_20000_data\ISIC_0060836.jpg;assets\bcn_20000_data\ISIC_0062888.jpg;assets\bcn_20000_data\ISIC_0064992.jpg,ISIC_0054165;ISIC_0054527;ISIC_0054537;ISIC_0057302;ISIC_0057436;ISIC_0058930;ISIC_0059665;ISIC_0060836;ISIC_0062888;ISIC_0064992
average_hash,00183c7e7e3c3800,BCN20000,13,assets\bcn_20000_data\ISIC_0053533.jpg;assets\bcn_20000_data\ISIC_0054418.jpg;assets\bcn_20000_data\ISIC_0055175.jpg;assets\bcn_20000_data\ISIC_0055179.jpg;assets\bcn_20000_data\ISIC_0055501.jpg;assets\bcn_20000_data\ISIC_0059181.jpg;assets\bcn_20000_data\ISIC_0064375.jpg;assets\bcn_20000_data\ISIC_0064695.jpg;assets\bcn_20000_data\ISIC_0064741.jpg;assets\bcn_20000_data\ISIC_0067682.jpg,ISIC_0053533;ISIC_0054418;ISIC_0055175;ISIC_0055179;ISIC_0055501;ISIC_0059181;ISIC_0064375;ISIC_0064695;ISIC_0064741;ISIC_0067682
average_hash,00183c7e7e3c3c00,BCN20000,6,assets\bcn_20000_data\ISIC_0055551.jpg;assets\bcn_20000_data\ISIC_0056417.jpg;assets\bcn_20000_data\ISIC_0059785.jpg;assets\bcn_20000_data\ISIC_0061757.jpg;assets\bcn_20000_data\ISIC_0066337.jpg;assets\bcn_20000_data\ISIC_0069415.jpg,ISIC_0055551;ISIC_0056417;ISIC_0059785;ISIC_0061757;ISIC_0066337;ISIC_0069415
average_hash,00183c7e7e3e1800,BCN20000,3,assets\bcn_20000_data\ISIC_0056287.jpg;assets\bcn_20000_data\ISIC_0070733.jpg;assets\bcn_20000_data\ISIC_0071315.jpg,ISIC_0056287;ISIC_0070733;ISIC_0071315
average_hash,00183c7e7e3e1c00,BCN20000,25,assets\bcn_20000_data\ISIC_0055081.jpg;assets\bcn_20000_data\ISIC_0055949.jpg;assets\bcn_20000_data\ISIC_0057370.jpg;assets\bcn_20000_data\ISIC_0057414.jpg;assets\bcn_20000_data\ISIC_0057808.jpg;assets\bcn_20000_data\ISIC_0060150.jpg;assets\bcn_20000_data\ISIC_0060634.jpg;assets\bcn_20000_data\ISIC_0060706.jpg;assets\bcn_20000_data\ISIC_0061989.jpg;assets\bcn_20000_data\ISIC_0063570.jpg,ISIC_0055081;ISIC_0055949;ISIC_0057370;ISIC_0057414;ISIC_0057808;ISIC_0060150;ISIC_0060634;ISIC_0060706;ISIC_0061989;ISIC_0063570
average_hash,00183c7e7e3e3c00,BCN20000,11,assets\bcn_20000_data\ISIC_0055092.jpg;assets\bcn_20000_data\ISIC_0055403.jpg;assets\bcn_20000_data\ISIC_0055464.jpg;assets\bcn_20000_data\ISIC_0055877.jpg;assets\bcn_20000_data\ISIC_0061401.jpg;assets\bcn_20000_data\ISIC_0063330.jpg;assets\bcn_20000_data\ISIC_0063414.jpg;assets\bcn_20000_data\ISIC_0065947.jpg;assets\bcn_20000_data\ISIC_0066736.jpg;assets\bcn_20000_data\ISIC_0072093.jpg,ISIC_0055092;ISIC_0055403;ISIC_0055464;ISIC_0055877;ISIC_0061401;ISIC_0063330;ISIC_0063414;ISIC_0065947;ISIC_0066736;ISIC_0072093
average_hash,00183c7e7e7c1800,BCN20000,7,assets\bcn_20000_data\ISIC_0059635.jpg;assets\bcn_20000_data\ISIC_0062348.jpg;assets\bcn_20000_data\ISIC_0064732.jpg;assets\bcn_20000_data\ISIC_0068559.jpg;assets\bcn_20000_data\ISIC_0071346.jpg;assets\bcn_20000_data\ISIC_0072362.jpg;assets\bcn_20000_data\ISIC_0072746.jpg,ISIC_0059635;ISIC_0062348;ISIC_0064732;ISIC_0068559;ISIC_0071346;ISIC_0072362;ISIC_0072746
average_hash,00183c7e7e7c3800,BCN20000,17,assets\bcn_20000_data\ISIC_0053964.jpg;assets\bcn_20000_data\ISIC_0056211.jpg;assets\bcn_20000_data\ISIC_0056218.jpg;assets\bcn_20000_data\ISIC_0057217.jpg;assets\bcn_20000_data\ISIC_0057369.jpg;assets\bcn_20000_data\ISIC_0059334.jpg;assets\bcn_20000_data\ISIC_0059463.jpg;assets\bcn_20000_data\ISIC_0059922.jpg;assets\bcn_20000_data\ISIC_0060216.jpg;assets\bcn_20000_data\ISIC_0061255.jpg,ISIC_0053964;ISIC_0056211;ISIC_0056218;ISIC_0057217;ISIC_0057369;ISIC_0059334;ISIC_0059463;ISIC_0059922;ISIC_0060216;ISIC_0061255
average_hash,00183c7e7e7c3c00,BCN20000,16,assets\bcn_20000_data\ISIC_0053841.jpg;assets\bcn_20000_data\ISIC_0058118.jpg;assets\bcn_20000_data\ISIC_0060137.jpg;assets\bcn_20000_data\ISIC_0060554.jpg;assets\bcn_20000_data\ISIC_0060781.jpg;assets\bcn_20000_data\ISIC_0061779.jpg;assets\bcn_20000_data\ISIC_0062238.jpg;assets\bcn_20000_data\ISIC_0063373.jpg;assets\bcn_20000_data\ISIC_0064643.jpg;assets\bcn_20000_data\ISIC_0064895.jpg,ISIC_0053841;ISIC_0058118;ISIC_0060137;ISIC_0060554;ISIC_0060781;ISIC_0061779;ISIC_0062238;ISIC_0063373;ISIC_0064643;ISIC_0064895
average_hash,00183c7e7e7e3c00,BCN20000,29,assets\bcn_20000_data\ISIC_0054426.jpg;assets\bcn_20000_data\ISIC_0054519.jpg;assets\bcn_20000_data\ISIC_0055249.jpg;assets\bcn_20000_data\ISIC_0055861.jpg;assets\bcn_20000_data\ISIC_0058305.jpg;assets\bcn_20000_data\ISIC_0060779.jpg;assets\bcn_20000_data\ISIC_0060858.jpg;assets\bcn_20000_data\ISIC_0061227.jpg;assets\bcn_20000_data\ISIC_0061298.jpg;assets\bcn_20000_data\ISIC_0061363.jpg,ISIC_0054426;ISIC_0054519;ISIC_0055249;ISIC_0055861;ISIC_0058305;ISIC_0060779;ISIC_0060858;ISIC_0061227;ISIC_0061298;ISIC_0061363
average_hash,00183e7e7e3c1800,BCN20000,2,assets\bcn_20000_data\ISIC_0065087.jpg;assets\bcn_20000_data\ISIC_0070732.jpg,ISIC_0065087;ISIC_0070732
average_hash,00183e7e7e3e1c00,BCN20000,4,assets\bcn_20000_data\ISIC_0062258.jpg;assets\bcn_20000_data\ISIC_0065578.jpg;assets\bcn_20000_data\ISIC_0070517.jpg;assets\bcn_20000_data\ISIC_0071318.jpg,ISIC_0062258;ISIC_0065578;ISIC_0070517;ISIC_0071318
average_hash,00183e7e7e7e3c00,BCN20000,6,assets\bcn_20000_data\ISIC_0054083.jpg;assets\bcn_20000_data\ISIC_0054386.jpg;assets\bcn_20000_data\ISIC_0058868.jpg;assets\bcn_20000_data\ISIC_0058967.jpg;assets\bcn_20000_data\ISIC_0065173.jpg;assets\bcn_20000_data\ISIC_0071760.jpg,ISIC_0054083;ISIC_0054386;ISIC_0058868;ISIC_0058967;ISIC_0065173;ISIC_0071760
average_hash,00187c7e7e3c1800,BCN20000,4,assets\bcn_20000_data\ISIC_0060290.jpg;assets\bcn_20000_data\ISIC_0065298.jpg;assets\bcn_20000_data\ISIC_0067660.jpg;assets\bcn_20000_data\ISIC_0069775.jpg,ISIC_0060290;ISIC_0065298;ISIC_0067660;ISIC_0069775
average_hash,00187c7e7e7c3800,BCN20000,4,assets\bcn_20000_data\ISIC_0056504.jpg;assets\bcn_20000_data\ISIC_0058191.jpg;assets\bcn_20000_data\ISIC_0059564.jpg;assets\bcn_20000_data\ISIC_0061680.jpg,ISIC_0056504;ISIC_0058191;ISIC_0059564;ISIC_0061680
average_hash,00187c7e7e7c3c00,BCN20000,4,assets\bcn_20000_data\ISIC_0053719.jpg;assets\bcn_20000_data\ISIC_0058844.jpg;assets\bcn_20000_data\ISIC_0068572.jpg;assets\bcn_20000_data\ISIC_0071177.jpg,ISIC_0053719;ISIC_0058844;ISIC_0068572;ISIC_0071177
average_hash,00187c7e7e7e3c00,BCN20000,6,assets\bcn_20000_data\ISIC_0055014.jpg;assets\bcn_20000_data\ISIC_0056040.jpg;assets\bcn_20000_data\ISIC_0058185.jpg;assets\bcn_20000_data\ISIC_0066017.jpg;assets\bcn_20000_data\ISIC_0066585.jpg;assets\bcn_20000_data\ISIC_0071578.jpg,ISIC_0055014;ISIC_0056040;ISIC_0058185;ISIC_0066017;ISIC_0066585;ISIC_0071578
average_hash,00187e7e7e7e3c00,BCN20000,4,assets\bcn_20000_data\ISIC_0055350.jpg;assets\bcn_20000_data\ISIC_0063730.jpg;assets\bcn_20000_data\ISIC_0064206.jpg;assets\bcn_20000_data\ISIC_0065012.jpg,ISIC_0055350;ISIC_0063730;ISIC_0064206;ISIC_0065012
average_hash,001c3c7e7e3c1800,BCN20000,2,assets\bcn_20000_data\ISIC_0056699.jpg;assets\bcn_20000_data\ISIC_0070411.jpg,ISIC_0056699;ISIC_0070411
average_hash,001c3e7e7e3e1800,BCN20000,2,assets\bcn_20000_data\ISIC_0056551.jpg;assets\bcn_20000_data\ISIC_0065103.jpg,ISIC_0056551;ISIC_0065103
average_hash,001c3e7e7e3e1c00,BCN20000,2,assets\bcn_20000_data\ISIC_0064754.jpg;assets\bcn_20000_data\ISIC_0065841.jpg,ISIC_0064754;ISIC_0065841
average_hash,001c3e7e7e3e3c00,BCN20000,3,assets\bcn_20000_data\ISIC_0053460.jpg;assets\bcn_20000_data\ISIC_0064288.jpg;assets\bcn_20000_data\ISIC_0066364.jpg,ISIC_0053460;ISIC_0064288;ISIC_0066364
average_hash,001c3e7e7e7e3c00,BCN20000,10,assets\bcn_20000_data\ISIC_0053551.jpg;assets\bcn_20000_data\ISIC_0054012.jpg;assets\bcn_20000_data\ISIC_0055348.jpg;assets\bcn_20000_data\ISIC_0061073.jpg;assets\bcn_20000_data\ISIC_0061593.jpg;assets\bcn_20000_data\ISIC_0062670.jpg;assets\bcn_20000_data\ISIC_0064755.jpg;assets\bcn_20000_data\ISIC_0068751.jpg;assets\bcn_20000_data\ISIC_0069575.jpg;assets\bcn_20000_data\ISIC_0072040.jpg,ISIC_0053551;ISIC_0054012;ISIC_0055348;ISIC_0061073;ISIC_0061593;ISIC_0062670;ISIC_0064755;ISIC_0068751;ISIC_0069575;ISIC_0072040
average_hash,001c3e7f7f7e3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0069663.jpg;assets\bcn_20000_data\ISIC_0072167.jpg,ISIC_0069663;ISIC_0072167
average_hash,001c7e7e7e7e3c00,BCN20000,10,assets\bcn_20000_data\ISIC_0054496.jpg;assets\bcn_20000_data\ISIC_0054573.jpg;assets\bcn_20000_data\ISIC_0055651.jpg;assets\bcn_20000_data\ISIC_0060425.jpg;assets\bcn_20000_data\ISIC_0061913.jpg;assets\bcn_20000_data\ISIC_0064651.jpg;assets\bcn_20000_data\ISIC_0064772.jpg;assets\bcn_20000_data\ISIC_0065026.jpg;assets\bcn_20000_data\ISIC_0068458.jpg;assets\bcn_20000_data\ISIC_0069792.jpg,ISIC_0054496;ISIC_0054573;ISIC_0055651;ISIC_0060425;ISIC_0061913;ISIC_0064651;ISIC_0064772;ISIC_0065026;ISIC_0068458;ISIC_0069792
average_hash,001c7efefe7e3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0058525.jpg;assets\bcn_20000_data\ISIC_0061893.jpg,ISIC_0058525;ISIC_0061893
average_hash,001cfefffffe7e38,BCN20000,2,assets\bcn_20000_data\ISIC_0068899.jpg;assets\bcn_20000_data\ISIC_0071253.jpg,ISIC_0068899;ISIC_0071253
average_hash,00387c7e7e3c1800,BCN20000,5,assets\bcn_20000_data\ISIC_0053619.jpg;assets\bcn_20000_data\ISIC_0062145.jpg;assets\bcn_20000_data\ISIC_0064748.jpg;assets\bcn_20000_data\ISIC_0064908.jpg;assets\bcn_20000_data\ISIC_0070974.jpg,ISIC_0053619;ISIC_0062145;ISIC_0064748;ISIC_0064908;ISIC_0070974
average_hash,00387c7e7e3e3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0056302.jpg;assets\bcn_20000_data\ISIC_0072459.jpg,ISIC_0056302;ISIC_0072459
average_hash,00387c7e7e7c3800,BCN20000,3,assets\bcn_20000_data\ISIC_0061521.jpg;assets\bcn_20000_data\ISIC_0064114.jpg;assets\bcn_20000_data\ISIC_0073107.jpg,ISIC_0061521;ISIC_0064114;ISIC_0073107
average_hash,00387c7e7e7c3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0057860.jpg;assets\bcn_20000_data\ISIC_0062074.jpg,ISIC_0057860;ISIC_0062074
average_hash,00387c7e7e7e3c00,BCN20000,21,assets\bcn_20000_data\ISIC_0053939.jpg;assets\bcn_20000_data\ISIC_0054177.jpg;assets\bcn_20000_data\ISIC_0054291.jpg;assets\bcn_20000_data\ISIC_0055390.jpg;assets\bcn_20000_data\ISIC_0056201.jpg;assets\bcn_20000_data\ISIC_0058790.jpg;assets\bcn_20000_data\ISIC_0059110.jpg;assets\bcn_20000_data\ISIC_0061336.jpg;assets\bcn_20000_data\ISIC_0061711.jpg;assets\bcn_20000_data\ISIC_0064005.jpg,ISIC_0053939;ISIC_0054177;ISIC_0054291;ISIC_0055390;ISIC_0056201;ISIC_0058790;ISIC_0059110;ISIC_0061336;ISIC_0061711;ISIC_0064005
average_hash,00387e7e7e7e3c00,BCN20000,8,assets\bcn_20000_data\ISIC_0054906.jpg;assets\bcn_20000_data\ISIC_0056279.jpg;assets\bcn_20000_data\ISIC_0064683.jpg;assets\bcn_20000_data\ISIC_0066229.jpg;assets\bcn_20000_data\ISIC_0066527.jpg;assets\bcn_20000_data\ISIC_0067273.jpg;assets\bcn_20000_data\ISIC_0067615.jpg;assets\bcn_20000_data\ISIC_0069906.jpg,ISIC_0054906;ISIC_0056279;ISIC_0064683;ISIC_0066229;ISIC_0066527;ISIC_0067273;ISIC_0067615;ISIC_0069906
average_hash,003c3e3e3e3e3c00,BCN20000,2,assets\bcn_20000_data\ISIC_0061458.jpg;assets\bcn_20000_data\ISIC_0071640.jpg,ISIC_0061458;ISIC_0071640
average_hash,003c3e7e7e3c1800,BCN20000,2,assets\bcn_20000_data\ISIC_0057729.jpg;assets\bcn_20000_data\ISIC_0070931.jpg,ISIC_0057729;ISIC_0070931
average_hash,003c3e7e7e3e1c00,BCN20000,2,assets\bcn_20000_data\ISIC_0058463.jpg;assets\bcn_20000_data\ISIC_0059631.jpg,ISIC_0058463;ISIC_0059631
